pageid,tags,timestamp,userid,revid,content,user,parentid,minor,size
47512,[],2008-04-15T10:22:34Z,3358912,205757951,,Lradrama,205757923,,34804
47512,[],2008-04-15T10:22:17Z,0,205757923,,218.103.198.196,205757530,,30679
47512,[],2008-04-15T10:18:48Z,0,205757530,,218.103.198.196,205726546,,33612
47512,[],2008-04-15T05:32:43Z,1421777,205726546,,KimDabelsteinPetersen,205717722,,34804
47512,[],2008-04-15T04:20:54Z,6895028,205717722,,Glare of the Midnight Sun,205717657,,35662
47512,[],2008-04-15T04:20:24Z,6895028,205717657,,Glare of the Midnight Sun,205716069,,35652
47512,[],2008-04-15T04:07:41Z,6895028,205716069,,Glare of the Midnight Sun,205613001,,35346
47512,[],2008-04-14T19:10:04Z,5924818,205613001,,Thingg,205612958,,34804
47512,[],2008-04-14T19:09:50Z,0,205612958,,170.211.230.126,205600345,,0
47512,[],2008-04-14T18:10:51Z,205121,205600345,,Koavf,205578132,,34804
47512,[],2008-04-14T16:20:45Z,0,205578132,,74.94.139.149,205454447,,34811
47512,[],2008-04-14T00:52:54Z,4005189,205454447,,SieBot,205454221,,34810
47512,[],2008-04-14T00:51:37Z,4005189,205454221,,SieBot,205280765,,34808
47512,[],2008-04-13T06:33:39Z,57817,205280765,,BozMo,205280556,,34783
47512,[],2008-04-13T06:31:34Z,6861082,205280556,,Shlomo Bar-Levy,205279359,,36054
47512,[],2008-04-13T06:19:28Z,6861082,205279359,,Shlomo Bar-Levy,205272328,,36033
47512,[],2008-04-13T05:11:57Z,57817,205272328,,BozMo,205259011,,34783
47512,[],2008-04-13T03:25:17Z,6867343,205259011,,Yesterday and Tomorrow,205066649,,35317
47512,[],2008-04-12T04:20:46Z,4178568,205066649,,Jason Patton,205065586,,34783
47512,[],2008-04-12T04:12:06Z,6868760,205065586,,Sloe Bloe,205065111,,36718
47512,[],2008-04-12T04:07:47Z,6868760,205065111,,Sloe Bloe,205061531,,36713
47512,[],2008-04-12T03:37:22Z,6868760,205061531,,Sloe Bloe,205061342,,36309
47512,[],2008-04-12T03:36:00Z,6868760,205061342,,Sloe Bloe,204934661,,36033
47512,[],2008-04-11T15:24:05Z,883056,204934661,,Geologyguy,204934487,,34783
47512,[],2008-04-11T15:23:17Z,0,204934487,,74.92.6.125,204893852,,34811
47512,[],2008-04-11T10:54:45Z,4928500,204893852,,ClueBot,204893843,,34783
47512,[],2008-04-11T10:54:41Z,0,204893843,,24.115.49.85,204883672,,34812
47512,[],2008-04-11T09:17:54Z,28522,204883672,,Stephan Schulz,204879664,,34783
47512,[],2008-04-11T08:34:47Z,0,204879664,,71.193.2.115,204878988,,35295
47512,[],2008-04-11T08:26:47Z,28522,204878988,,Stephan Schulz,204878876,,34783
47512,[],2008-04-11T08:25:18Z,0,204878876,,71.193.2.115,204833883,,35065
47512,[],2008-04-11T02:07:50Z,1879647,204833883,,VoABot II,204833845,,34783
47512,[],2008-04-11T02:07:37Z,0,204833845,,70.152.92.64,204833661,,79
47512,[],2008-04-11T02:06:15Z,2469121,204833661,,Extransit,204833635,,34783
47512,[],2008-04-11T02:06:03Z,0,204833635,,70.152.92.64,204826397,,0
47512,[],2008-04-11T01:19:59Z,2368277,204826397,,AlphaEta,204826338,,34783
47512,[],2008-04-11T01:19:37Z,0,204826338,,99.167.212.74,204670010,,34831
47512,[],2008-04-10T11:27:01Z,1421777,204670010,,KimDabelsteinPetersen,204667806,,34783
47512,[],2008-04-10T11:09:32Z,0,204667806,,88.110.170.122,204632657,,34781
47512,[],2008-04-10T05:47:41Z,28522,204632657,,Stephan Schulz,204631595,,34783
47512,[],2008-04-10T05:39:09Z,6860655,204631595,,Riding on the Wind,204631174,,36036
47512,[],2008-04-10T05:35:54Z,6860655,204631174,,Riding on the Wind,204630076,,35776
47512,[],2008-04-10T05:27:13Z,6860655,204630076,,Riding on the Wind,204435095,,35577
47512,[],2008-04-09T12:18:33Z,1310918,204435095,,DumbBOT,204411553,,34783
47512,[],2008-04-09T08:50:42Z,1587622,204411553,,Luna Santin,204411400,,34805
47512,[],2008-04-09T08:49:11Z,0,204411400,,92.43.64.70,204411269,,31625
47512,[],2008-04-09T08:47:55Z,1587622,204411269,,Luna Santin,204411157,,34805
47512,[],2008-04-09T08:46:53Z,0,204411157,,92.43.64.70,203388144,,31539
47512,[],2008-04-04T22:02:43Z,4559949,203388144,,OKBot,,,34805
47512,[],2008-04-02T02:14:04Z,1514772,202704228,,Jonny-mt,,,34768
47512,[],2008-04-02T02:13:17Z,1514772,202704076,,Jonny-mt,,,34746
47512,[],2008-04-01T23:23:36Z,4067118,202670102,,Uga Man,,,34746
47512,[],2008-04-01T23:22:59Z,0,202669970,,63.228.55.72,,,16
47512,[],2008-04-01T23:22:33Z,555135,202669880,,Silly rabbit,,,34746
47512,[],2008-04-01T23:22:04Z,0,202669754,,63.228.55.72,,,32444
47512,[],2008-04-01T23:21:32Z,0,202669640,,63.228.55.72,,,33174
47512,[],2008-04-01T15:45:51Z,2372780,202565742,,J.delanoy,,,34746
47512,[],2008-04-01T15:36:36Z,0,202563687,,79.67.17.237,,,34756
47512,[],2008-04-01T15:32:40Z,84417,202562853,,Vsmith,,,34746
47512,[],2008-04-01T15:28:32Z,0,202561992,,79.67.17.237,,,34751
47512,[],2008-04-01T03:02:42Z,36352,202458715,,Alan Liefting,,,34746
47512,[],2008-04-01T01:32:13Z,274040,202443548,,Sceptre,,,34783
47512,[],2008-04-01T01:32:06Z,0,202443526,,71.96.67.112,,,50
47512,[],2008-03-31T15:23:46Z,28522,202310650,,Stephan Schulz,,,34783
47512,[],2008-03-31T15:20:52Z,0,202310094,,82.10.99.38,,,34760
47512,[],2008-03-31T10:50:20Z,792477,202267560,,Soumyasch,,,34783
47512,[],2008-03-31T10:49:56Z,0,202267514,,81.139.166.141,,,34203
47512,[],2008-03-28T14:49:49Z,4928500,201584860,,ClueBot,,,34783
47512,[],2008-03-28T14:49:46Z,0,201584849,,216.13.80.3,,,74
47512,[],2008-03-28T12:14:30Z,1099150,201557317,,Van helsing,,,34783
47512,[],2008-03-28T12:10:54Z,6711490,201556805,,Chang33,,,34878
47512,[],2008-03-27T20:12:31Z,273849,201402579,,Neitherday,,,34783
47512,[],2008-03-27T20:11:46Z,0,201402429,,12.184.229.123,,,29444
47512,[],2008-03-27T20:11:13Z,0,201402320,,12.184.229.123,,,31016
47512,[],2008-03-27T20:10:49Z,0,201402239,,12.184.229.123,,,31743
47512,[],2008-03-27T20:10:24Z,0,201402152,,12.184.229.123,,,32265
47512,[],2008-03-27T17:21:35Z,2368277,201364243,,AlphaEta,,,34783
47512,[],2008-03-27T17:14:51Z,0,201362781,,85.58.133.69,,,34390
47512,[],2008-03-26T13:46:39Z,28522,201054988,,Stephan Schulz,,,34783
47512,[],2008-03-26T11:23:34Z,0,201032780,,92.43.64.75,,,34799
47512,[],2008-03-26T07:36:17Z,1421777,201009965,,KimDabelsteinPetersen,,,34783
47512,[],2008-03-26T07:35:04Z,6748155,201009842,,Wavie Gravy,,,34580
47512,[],2008-03-26T07:33:00Z,1972969,201009652,,Brusegadi,,,34783
47512,[],2008-03-26T07:30:23Z,6748155,201009366,,Wavie Gravy,,,33718
47512,[],2008-03-26T07:28:34Z,1972969,201009204,,Brusegadi,,,34783
47512,[],2008-03-26T07:19:38Z,6748155,201008203,,Wavie Gravy,,,34943
47512,[],2008-03-26T07:10:01Z,32392,201007192,,Sunray,,,34783
47512,[],2008-03-26T07:04:05Z,0,201006589,,86.130.59.212,,,34821
47512,[],2008-03-25T07:10:17Z,1972969,200743800,,Brusegadi,,,34783
47512,[],2008-03-25T07:08:17Z,6739737,200743598,,Eve's Plumb,,,33718
47512,[],2008-03-25T06:44:30Z,1421777,200740886,,KimDabelsteinPetersen,,,34783
47512,[],2008-03-25T06:20:07Z,6739737,200738008,,Eve's Plumb,,,35041
47512,[],2008-03-25T03:16:54Z,1972969,200710943,,Brusegadi,,,34783
47512,[],2008-03-25T03:07:32Z,0,200709327,,69.211.16.157,,,34874
47512,[],2008-03-25T01:53:04Z,6085301,200695708,,DumZiBoT,,,34783
47512,[],2008-03-24T19:36:17Z,288184,200610785,,Splette,,,34711
47512,[],2008-03-24T17:56:32Z,0,200588142,,138.220.32.73,,,34851
47512,[],2008-03-24T16:45:59Z,1421777,200571377,,KimDabelsteinPetersen,,,34711
47512,[],2008-03-24T14:15:42Z,6733914,200541465,,Baunret,,,34996
47512,[],2008-03-24T02:14:10Z,1972969,200439720,,Brusegadi,,,34711
47512,[],2008-03-24T02:12:44Z,0,200439426,,65.95.142.254,,,34776
47512,[],2008-03-24T02:09:50Z,1972969,200438782,,Brusegadi,,,34711
47512,[],2008-03-24T02:09:20Z,0,200438678,,65.95.142.254,,,34762
47512,[],2008-03-21T10:18:10Z,8072,199799010,,William M. Connolley,,,34711
47512,[],2008-03-21T10:07:44Z,0,199798002,,222.153.43.66,,,34819
47512,[],2008-03-21T09:50:04Z,8072,199796373,,William M. Connolley,,,34711
47512,[],2008-03-21T07:50:49Z,6713694,199785428,,Cuspid Groove,,,34990
47512,[],2008-03-21T02:19:04Z,1421777,199740633,,KimDabelsteinPetersen,,,34711
47512,[],2008-03-21T01:47:54Z,6708278,199734898,,Macedonian King,,,33646
47512,[],2008-03-20T23:23:32Z,1421777,199706104,,KimDabelsteinPetersen,,,34711
47512,[],2008-03-20T23:16:39Z,6711490,199704673,,Chang33,,,34767
47512,[],2008-03-20T18:19:04Z,1421777,199641796,,KimDabelsteinPetersen,,,34711
47512,[],2008-03-20T18:02:54Z,0,199638449,,72.1.206.123,,,33169
47512,[],2008-03-20T16:42:12Z,1972969,199622020,,Brusegadi,,,34711
47512,[],2008-03-20T16:08:46Z,6686794,199615851,,Pilarloren,,,34850
47512,[],2008-03-20T15:06:30Z,28522,199604469,,Stephan Schulz,,,34709
47512,[],2008-03-20T14:22:32Z,6708278,199596916,,Macedonian King,,,34960
47512,[],2008-03-20T14:17:32Z,0,199596121,,71.232.168.236,,,34753
47512,[],2008-03-20T13:16:19Z,6707938,199585708,,Prioritism,,,34749
47512,[],2008-03-20T13:15:41Z,6707938,199585627,,Prioritism,,,34750
47512,[],2008-03-20T01:05:26Z,1972969,199487288,,Brusegadi,,,34709
47512,[],2008-03-20T01:05:01Z,0,199487195,,74.46.222.127,,,34791
47512,[],2008-03-19T23:06:42Z,1972969,199461072,,Brusegadi,,,34709
47512,[],2008-03-19T22:52:55Z,0,199457969,,65.95.142.254,,,34793
47512,[],2008-03-19T22:51:59Z,0,199457753,,65.95.142.254,,,34781
47512,[],2008-03-19T17:03:37Z,1617653,199378943,,Tangerines,,,34709
47512,[],2008-03-19T17:03:10Z,6701818,199378845,,Iamlegend90,,,29
47512,[],2008-03-19T15:27:17Z,1421777,199357678,,KimDabelsteinPetersen,,,34709
47512,[],2008-03-19T14:07:09Z,6700718,199342404,,Kinderhaus,,,34981
47512,[],2008-03-19T11:49:36Z,5636179,199320371,,Vivio Testarossa,,,34709
47512,[],2008-03-19T11:47:13Z,0,199320112,,80.249.49.89,,,34743
47512,[],2008-03-17T22:26:53Z,883056,198964350,,Geologyguy,,,34709
47512,[],2008-03-17T22:25:43Z,0,198964039,,130.111.93.111,,,34713
47512,[],2008-03-16T21:36:56Z,28522,198715384,,Stephan Schulz,,,34709
47512,[],2008-03-16T21:31:35Z,6676931,198714197,,Grecian Formula,,,34791
47512,[],2008-03-16T20:42:05Z,8072,198703182,,William M. Connolley,,,34709
47512,[],2008-03-16T20:31:05Z,6676931,198700708,,Grecian Formula,,,34889
47512,[],2008-03-16T18:41:55Z,28522,198677572,,Stephan Schulz,,,34709
47512,[],2008-03-16T16:58:59Z,6676931,198657649,,Grecian Formula,,,33644
47512,[],2008-03-16T07:28:41Z,1972969,198585034,,Brusegadi,,,34709
47512,[],2008-03-16T07:22:12Z,6676931,198584325,,Grecian Formula,,,33644
47512,[],2008-03-16T06:12:26Z,1972969,198576510,,Brusegadi,,,34709
47512,[],2008-03-16T04:49:30Z,6676345,198567045,,Thailboat,,,34674
47512,[],2008-03-16T04:23:15Z,4331407,198563543,,Momo san,,,34709
47512,[],2008-03-16T04:17:53Z,6676299,198562597,,Boltzmann Distribution,,,33929
47512,[],2008-03-15T08:06:11Z,1972969,198371730,,Brusegadi,,,34709
47512,[],2008-03-15T08:05:41Z,4937482,198371692,,LAX,,,34705
47512,[],2008-03-15T08:03:55Z,0,198371571,,121.218.27.220,,,123
47512,[],2008-03-15T07:43:32Z,6671048,198369983,,Sword and Shield,,,34705
47512,[],2008-03-13T14:26:16Z,5614784,197964654,,Abrech,,,34709
47512,[],2008-03-13T14:25:48Z,0,197964582,,85.12.72.221,,,34731
47512,[],2008-03-13T14:25:20Z,5614784,197964488,,Abrech,,,34709
47512,[],2008-03-13T14:24:56Z,0,197964416,,85.12.72.221,,,34742
47512,[],2008-03-13T14:23:35Z,4928500,197964169,,ClueBot,,,34709
47512,[],2008-03-13T14:23:28Z,0,197964144,,85.12.72.221,,,34744
47512,[],2008-03-13T14:22:40Z,0,197963974,,85.12.72.221,,,34729
47512,[],2008-03-13T06:31:28Z,6628116,197907232,,Desert Plains,,,34709
47512,[],2008-03-12T07:22:35Z,28522,197669776,,Stephan Schulz,,,35092
47512,[],2008-03-12T06:56:51Z,6648803,197666721,,Half The Way Valley,,,34027
47512,[],2008-03-12T06:47:42Z,28522,197665543,,Stephan Schulz,,,35092
47512,[],2008-03-12T06:38:01Z,6648803,197664351,,Half The Way Valley,,,34027
47512,[],2008-03-11T15:44:14Z,1421777,197490297,,KimDabelsteinPetersen,,,35092
47512,[],2008-03-11T15:40:25Z,6643013,197489681,,Eeisenberg,,,35190
47512,[],2008-03-10T08:42:05Z,976187,197191138,,Casull,,,35092
47512,[],2008-03-10T08:41:36Z,0,197191082,,124.184.225.58,,,68
47512,[],2008-03-10T07:58:30Z,1972969,197186536,,Brusegadi,,,35092
47512,[],2008-03-10T04:41:19Z,6632010,197164481,,Y2K Denier,,,35632
47512,[],2008-03-10T04:34:40Z,0,197163603,,128.241.107.222,,,35631
47512,[],2008-03-10T03:07:57Z,6628116,197150404,,Desert Plains,,,35282
47512,[],2008-03-10T02:10:12Z,883056,197140636,,Geologyguy,,,35092
47512,[],2008-03-10T02:05:13Z,0,197139783,,67.161.185.63,,,33739
47512,[],2008-03-09T21:07:12Z,8072,197079146,,William M. Connolley,,,35092
47512,[],2008-03-09T17:04:43Z,6628116,197029687,,Desert Plains,,,34027
47512,[],2008-03-09T06:33:46Z,1972969,196950570,,Brusegadi,,,35092
47512,[],2008-03-09T03:07:06Z,2711768,196922252,,Trilobitealive,,,35134
47512,[],2008-03-07T16:13:57Z,4928500,196553675,,ClueBot,,,35092
47512,[],2008-03-07T16:13:52Z,0,196553657,,86.143.66.159,,,11
47512,[],2008-03-07T16:13:20Z,1532110,196553565,,Big Bird,,,35092
47512,[],2008-03-07T16:13:06Z,0,196553521,,86.143.66.159,,,35101
47512,[],2008-03-07T16:08:28Z,135000,196552695,,Mbimmler,,,35092
47512,[],2008-03-07T16:08:10Z,0,196552640,,86.143.66.159,,,35130
47512,[],2008-03-07T06:35:47Z,1972969,196482838,,Brusegadi,,,35092
47512,[],2008-03-07T06:34:47Z,1972969,196482718,,Brusegadi,,,35113
47512,[],2008-03-07T04:01:18Z,6606417,196460676,,Spamsham,,,35316
47512,[],2008-03-06T21:27:24Z,5642077,196377358,,Estirabot,,,35113
47512,[],2008-03-06T15:16:37Z,6606417,196295253,,Spamsham,,,35067
47512,[],2008-03-06T14:36:30Z,883056,196287788,,Geologyguy,,,35046
47512,[],2008-03-06T13:34:00Z,0,196277723,,213.196.208.164,,,35054
47512,[],2008-03-06T00:17:14Z,84417,196168503,,Vsmith,,,35046
47512,[],2008-03-05T16:49:00Z,0,196064868,,86.10.71.85,,,35053
47512,[],2008-03-05T16:48:35Z,0,196064781,,86.10.71.85,,,35052
47512,[],2008-03-05T07:10:09Z,1972969,195989687,,Brusegadi,,,35046
47512,[],2008-03-05T06:38:52Z,6595240,195986340,,Wyatt Stringfellow,,,33981
47512,[],2008-03-05T06:25:56Z,1421777,195984895,,KimDabelsteinPetersen,,,35046
47512,[],2008-03-05T05:57:31Z,6595240,195981588,,Wyatt Stringfellow,,,35290
47512,[],2008-03-05T05:52:33Z,1421777,195980995,,KimDabelsteinPetersen,,,35046
47512,[],2008-03-05T05:46:14Z,6595240,195980236,,Wyatt Stringfellow,,,33981
47512,[],2008-03-05T05:13:36Z,1972969,195976254,,Brusegadi,,,35046
47512,[],2008-03-05T04:58:12Z,6595240,195974228,,Wyatt Stringfellow,,,34700
47512,[],2008-03-05T00:19:48Z,883056,195924482,,Geologyguy,,,35046
47512,[],2008-03-05T00:17:55Z,0,195924089,,72.138.15.222,,,34845
47512,[],2008-03-04T14:12:01Z,433328,195799503,,SmackBot,,,35046
47512,[],2008-03-04T02:09:49Z,1948653,195706916,,Jespinos,,,35028
47512,[],2008-03-04T02:08:55Z,0,195706744,,202.7.166.182,,,35080
47512,[],2008-03-03T09:45:47Z,1879647,195521744,,VoABot II,,,35028
47512,[],2008-03-03T09:45:42Z,0,195521739,,194.83.172.71,,,35084
47512,[],2008-03-03T09:43:20Z,2306142,195521458,,AlexiusHoratius,,,35028
47512,[],2008-03-03T09:41:42Z,0,195521299,,194.83.172.71,,,35048
47512,[],2008-03-03T09:39:13Z,213785,195521046,,SMC,,,35028
47512,[],2008-03-03T09:38:26Z,0,195520964,,194.83.172.71,,,35039
47512,[],2008-03-03T09:37:08Z,4928500,195520805,,ClueBot,,,35028
47512,[],2008-03-03T09:37:04Z,0,195520797,,194.83.172.71,,,35035
47512,[],2008-03-03T09:33:47Z,0,195520460,,194.83.172.71,,,35031
47512,[],2008-03-03T09:09:21Z,5499950,195518195,,Pumpmeup,,,35028
47512,[],2008-03-03T09:08:56Z,0,195518151,,79.199.232.99,,,35053
47512,[],2008-03-03T09:07:34Z,1879647,195518009,,VoABot II,,,35028
47512,[],2008-03-03T09:07:29Z,0,195518002,,79.199.232.99,,,35033
47512,[],2008-03-03T09:06:35Z,4928500,195517910,,ClueBot,,,35028
47512,[],2008-03-03T09:06:31Z,0,195517903,,79.199.232.99,,,35035
47512,[],2008-03-03T06:46:46Z,1972969,195503828,,Brusegadi,,,35028
47512,[],2008-03-03T06:36:11Z,6542067,195502569,,Hermoine Gingold,,,35218
47512,[],2008-03-02T23:33:53Z,1421777,195432335,,KimDabelsteinPetersen,,,35028
47512,[],2008-03-02T22:58:56Z,883056,195424484,,Geologyguy,,,35049
47512,[],2008-03-02T22:43:52Z,0,195421079,,202.137.67.26,,,35060
47512,[],2008-03-01T22:01:04Z,6542067,195195943,,Hermoine Gingold,,,35049
47512,[],2008-03-01T09:01:04Z,921400,195084810,,Hu12,,,35028
47512,[],2008-03-01T08:18:02Z,6566298,195080749,,Armored Saint,,,34377
47512,[],2008-03-01T08:09:24Z,4466297,195079774,,Steven Zhang,,,35028
47512,[],2008-03-01T08:09:16Z,6566298,195079765,,Armored Saint,,,35064
47512,[],2008-02-29T03:14:44Z,1972969,194817533,,Brusegadi,,,35028
47512,[],2008-02-29T03:14:09Z,1972969,194817420,,Brusegadi,,,35022
47512,[],2008-02-28T16:14:29Z,433328,194676441,,SmackBot,,,34377
47512,[],2008-02-28T12:21:54Z,28522,194641121,,Stephan Schulz,,,34356
47512,[],2008-02-28T12:10:37Z,0,194640022,,68.210.145.86,,,34335
47512,[],2008-02-28T06:03:49Z,6542067,194602171,,Hermoine Gingold,,,34356
47512,[],2008-02-28T05:16:40Z,4015543,194595893,,Coffee,,,35001
47512,[],2008-02-28T05:16:13Z,6534798,194595825,,Lickitup13,,,28
47512,[],2008-02-28T05:15:06Z,4015543,194595678,,Coffee,,,35001
47512,[],2008-02-28T05:13:48Z,6534798,194595513,,Lickitup13,,,0
47512,[],2008-02-28T05:08:15Z,4928500,194594739,,ClueBot,,,35001
47512,[],2008-02-28T05:08:10Z,6534798,194594728,,Lickitup13,,,35032
47512,[],2008-02-28T04:02:45Z,1972969,194584547,,Brusegadi,,,35001
47512,[],2008-02-28T04:00:59Z,883056,194584233,,Geologyguy,,,34850
47512,[],2008-02-28T04:00:21Z,0,194584132,,203.33.181.120,,,34860
47512,[],2008-02-28T02:57:17Z,0,194573052,,72.138.15.222,,,34850
47512,[],2008-02-27T23:46:57Z,1879647,194536389,,VoABot II,,,34760
47512,[],2008-02-27T23:46:53Z,0,194536372,,64.231.241.14,,,34395
47512,[],2008-02-27T22:10:05Z,2314157,194514133,,ArcAngel,,,34760
47512,[],2008-02-27T22:07:24Z,0,194513566,,72.138.141.84,,,34893
47512,[],2008-02-27T06:45:37Z,6542067,194366060,,Hermoine Gingold,,,34760
47512,[],2008-02-26T13:41:20Z,4928500,194162107,,ClueBot,,,34905
47512,[],2008-02-26T13:41:15Z,0,194162098,,65.95.165.173,,,34953
47512,[],2008-02-26T11:49:51Z,1413110,194149618,,Ktp72,,,34905
47512,[],2008-02-25T16:49:03Z,84417,193955523,,Vsmith,,,34884
47512,[],2008-02-25T15:23:52Z,0,193939135,,82.111.182.123,,,34913
47512,[],2008-02-23T03:58:34Z,84417,193422395,,Vsmith,,,34884
47512,[],2008-02-23T03:57:34Z,0,193422232,,70.89.66.77,,,35099
47512,[],2008-02-23T03:56:11Z,84417,193422065,,Vsmith,,,34884
47512,[],2008-02-23T03:51:59Z,0,193421414,,70.89.66.77,,,34995
47512,[],2008-02-22T22:02:40Z,4928500,193361496,,ClueBot,,,34884
47512,[],2008-02-22T22:02:34Z,6507890,193361475,,MattCaouette,,,4
47512,[],2008-02-22T22:01:54Z,301395,193361337,,NawlinWiki,,,34884
47512,[],2008-02-22T22:01:28Z,6507890,193361255,,MattCaouette,,,34592
47512,[],2008-02-22T21:49:39Z,2314157,193358679,,ArcAngel,,,34884
47512,[],2008-02-22T21:49:26Z,0,193358630,,66.112.177.130,,,35198
47512,[],2008-02-22T21:46:19Z,0,193357903,,66.112.177.130,,,35194
47512,[],2008-02-22T21:45:35Z,0,193357736,,66.112.177.130,,,35190
47512,[],2008-02-22T21:40:01Z,0,193356529,,66.112.177.130,,,35186
47512,[],2008-02-22T21:39:01Z,0,193356317,,66.112.177.130,,,35186
47512,[],2008-02-22T08:00:03Z,288184,193228246,,Splette,,,34884
47512,[],2008-02-22T07:59:23Z,1972969,193228186,,Brusegadi,,,34992
47512,[],2008-02-22T07:34:01Z,6452096,193225854,,Breaking the Silence,,,34647
47512,[],2008-02-22T07:27:21Z,6452096,193225224,,Breaking the Silence,,,34884
47512,[],2008-02-21T02:51:37Z,288184,192953708,,Splette,,,34992
47512,[],2008-02-19T14:27:06Z,883056,192555785,,Geologyguy,,,35031
47512,[],2008-02-19T13:53:53Z,0,192550549,,206.53.190.139,,,35025
47512,[],2008-02-18T05:59:28Z,288184,192244141,,Splette,,,35031
47512,[],2008-02-18T00:58:07Z,84417,192187576,,Vsmith,,,35023
47512,[],2008-02-18T00:56:49Z,84417,192187308,,Vsmith,,,35077
47512,[],2008-02-18T00:53:07Z,84417,192186622,,Vsmith,,,35023
47512,[],2008-02-18T00:14:29Z,6452096,192179247,,Breaking the Silence,,,35077
47512,[],2008-02-16T19:03:47Z,883056,191901238,,Geologyguy,,,35023
47512,[],2008-02-16T18:24:26Z,0,191894167,,80.6.162.76,,,35046
47512,[],2008-02-16T18:23:41Z,0,191894043,,80.6.162.76,,,35020
47512,[],2008-02-16T15:38:52Z,0,191864113,,60.50.252.30,,,35023
47512,[],2008-02-16T01:58:16Z,84417,191771594,,Vsmith,,,35004
47512,[],2008-02-16T01:19:41Z,6452096,191765823,,Breaking the Silence,,,35043
47512,[],2008-02-15T13:50:32Z,1421777,191640694,,KimDabelsteinPetersen,,,35004
47512,[],2008-02-15T11:32:51Z,0,191623589,,213.212.17.246,,,35001
47512,[],2008-02-15T09:56:25Z,433328,191614527,,SmackBot,,,35004
47512,[],2008-02-15T05:07:11Z,3046455,191585225,,Johnfos,,,34987
47512,[],2008-02-13T17:06:40Z,1310918,191170138,,DumbBOT,,,34970
47512,[],2008-02-11T18:44:17Z,883056,190675076,,Geologyguy,,,35039
47512,[],2008-02-11T18:40:28Z,5845075,190674290,,Yadvinder,,,35040
47512,[],2008-02-05T17:23:28Z,4065101,189293471,,Caulde,,,35039
47512,[],2008-02-05T17:22:26Z,4065101,189293265,,Caulde,,,34970
47512,[],2008-02-05T17:22:18Z,4065101,189293245,,Caulde,,,34970
47512,[],2008-02-05T17:13:59Z,1972969,189291464,,Brusegadi,,,34970
47512,[],2008-02-05T15:24:40Z,4928500,189270168,,ClueBot,,,33930
47512,[],2008-02-05T15:24:36Z,0,189270156,,165.155.208.82,,,0
47512,[],2008-02-05T14:30:15Z,2048686,189260943,,Allstarecho,,,33930
47512,[],2008-02-05T14:30:05Z,0,189260908,,212.219.254.153,,,33239
47512,[],2008-02-05T11:00:54Z,1879647,189235239,,VoABot II,,,33930
47512,[],2008-02-05T11:00:46Z,0,189235219,,82.109.64.20,,,67
47512,[],2008-02-05T10:54:42Z,1879647,189234605,,VoABot II,,,33930
47512,[],2008-02-05T10:54:36Z,0,189234594,,82.109.64.20,,,0
47512,[],2008-02-05T10:53:39Z,4928500,189234470,,ClueBot,,,33930
47512,[],2008-02-05T10:53:35Z,0,189234467,,82.109.64.20,,,0
47512,[],2008-02-05T10:51:40Z,0,189234267,,210.211.246.80,,,33930
47512,[],2008-02-05T10:51:02Z,0,189234202,,82.109.64.20,,,34067
47512,[],2008-02-05T08:47:29Z,1879647,189222338,,VoABot II,,,34970
47512,[],2008-02-05T08:47:25Z,0,189222335,,212.31.99.2,,,36530
47512,[],2008-02-05T08:43:05Z,1879647,189221937,,VoABot II,,,34970
47512,[],2008-02-05T08:42:28Z,0,189221868,,212.31.99.2,,,920286
47512,[],2008-02-05T08:37:17Z,1141531,189221410,,Voyagerfan5761,,,34970
47512,[],2008-02-05T08:37:11Z,0,189221401,,212.31.99.2,,,26027
47512,[],2008-02-05T08:33:03Z,1141531,189221038,,Voyagerfan5761,,,34970
47512,[],2008-02-05T08:32:58Z,0,189221029,,212.31.99.2,,,34954
47512,[],2008-02-05T08:30:36Z,1879647,189220805,,VoABot II,,,34970
47512,[],2008-02-05T08:30:32Z,0,189220800,,212.31.99.2,,,35004
47512,[],2008-02-05T08:29:09Z,1141531,189220690,,Voyagerfan5761,,,34970
47512,[],2008-02-05T08:28:37Z,0,189220638,,212.31.99.2,,,34958
47512,[],2008-02-04T20:36:04Z,883056,189099351,,Geologyguy,,,34970
47512,[],2008-02-04T20:25:43Z,0,189096767,,80.42.47.239,,,35318
47512,[],2008-02-04T20:24:26Z,0,189096431,,80.42.47.239,,,35386
47512,[],2008-01-31T22:27:26Z,288184,188249353,,Splette,,,34970
47512,[],2008-01-31T22:23:23Z,0,188248474,,24.225.215.238,,,34955
47512,[],2008-01-31T13:35:03Z,111632,188144710,,Sam Korn,,,34970
47512,[],2008-01-31T13:34:28Z,0,188144624,,166.109.0.100,,,35061
47512,[],2008-01-31T04:12:01Z,4928500,188081016,,ClueBot,,,34970
47512,[],2008-01-31T04:11:51Z,0,188080988,,59.167.67.97,,,861
47512,[],2008-01-30T11:17:35Z,288184,187898184,,Splette,,,34970
47512,[],2008-01-30T11:13:41Z,0,187897905,,122.104.2.224,,,35112
47512,[],2008-01-29T20:55:13Z,288184,187770571,,Splette,,,34970
47512,[],2008-01-29T20:46:38Z,0,187768618,,199.185.87.202,,,34962
47512,[],2008-01-29T11:32:07Z,2796609,187673055,,Cometstyles,,,34970
47512,[],2008-01-29T11:31:51Z,0,187673028,,203.87.180.254,,,35038
47512,[],2008-01-29T11:31:08Z,2796609,187672943,,Cometstyles,,,34970
